id,name,item level,rarity,binds,unique,min dmg,max dmg,speed,dps,equip slot,type,stamina,intellect,agility,spirit,strength,armor,block,fire res,nature res,frost res,shadow res,arcane res,durability,requires level,effects,sell price,set,class,enchantment,flavour text,requires profession,begins quest,dropped by,n/a to players,deprecated184,Deprecated Small Brown Pouch,5,common,,,,,,,,6 Slot Bag,,,,,,,,,,,,,,,,1s 25c,,,,,,,,This item is not available to players.,Deprecated
7434,Twilight Boots,37,uncommon,Binds when equipped,,,,,,Feet,Cloth,,,,,,34,,,,,,,35,32,,25s 36c,,,Random enchantment,,,,"Corporal Carnes, Dame Twinbraid, Stitches, Lost One Riftseeker, Young Jungle Stalker, Kurzen Shadow Hunter, Giant Yeti, Nimar the Slayer, Shadowforge Tunneler, Barnabus, Obsidian Golem, Vile Sting, Gravis Slipknot, Araga, Giggler, Roloch, Stranglethorn Raptor, Bloodscalp Axe Thrower, Bloodscalp Mystic, Dreaming Whelp, Lost One Seer, Sawtooth Crocolisk, Jungle Thunderer, Syndicate Saboteur, Syndicate Wizard, Giant Plains Creeper, Elder Mesa Buzzard, Kovork, Hammerfall Peon, Hammerfall Grunt, Ridge Stalker, Shadowforge Chanter, Dustbelcher Warrior, Scarlet Adept, Ironeye the Invincible, Bloodscalp Headhunter, Sin'Dall, Lost One Muckdweller, Kurzen Witch Doctor, Mosh'Ogg Witch Doctor, Syndicate Spy, Crushridge Plunderer, Witherbark Berserker, Lieutenant Valorcall, Stromgarde Cavalryman, Shadowforge Warrior, Bloodscalp Shaman, Swampwalker, Saltscale Hunter, Kurzen Subchief, Young Sawtooth Crocolisk, Mosh'Ogg Brute, Syndicate Sentry, Dalaran Summoner, Boulderfist Brute, Elder Saltwater Crocolisk, War Golem, Cleft Scorpid, Stonevault Ambusher, Ambassador Bloodrage, Hissperak, Drogoth the Roamer, Dart, Adolescent Whelp, Sorrow Spinner, Saltscale Tide Lord, Kurzen Commando, Kurzen Headshrinker, Syndicate Assassin, Crushridge Ogre, Syndicate Magus, Crag Coyote, Swamp Jaguar, Elder Stranglethorn Tiger, Stromgarde Defender, Kurzen Elite, Boulderfist Shaman, Drywhisker Surveyor, Stromgarde Troll Hunter, Cresting Exile, Starving Buzzard, Burgle Eye, Bloodscalp Berserker, Lost One Hunter, Snapjaw Crocolisk, Boulderfist Magus, Feral Crag Coyote, Broken Tooth, Stonevault Cave Hunter, Gluggle, Bloodscalp Scout, Bloodscalp Hunter, Crushridge Mage, Drywhisker Digger, Syndicate Conjuror, Scarlet Tracking Hound, Crystal Spine Basilisk, Scarlet Conjuror, Stonevault Cave Lurker, Bloodscalp Witch Doctor, Lashtail Raptor, Drywhisker Kobold, Scarlet Beastmaster, Arcanist Doan, Witherbark Headhunter, Rumbling Exile, Shrike Bat, Crushridge Brute, Burning Exile, Shadowforge Ruffian, Highland Fleshstalker, Crushridge Mauler, Lesser Water Elemental, Shadowforge Surveyor, Stranglethorn Tigress, Boulderfist Mauler, Shadowmaw Panther, Lost One Cook, Stone Fury, Shadowforge Digger, Scarlet Gallant, Mekgineer Thermaplugg, Lesser Rock Elemental, Scarlet Evoker, Stonevault Oracle, Scarlet Wizard, Stonevault Rockchewer, Syndicate Prowler, Scarlet Diviner, Scarlet Soldier, Scarlet Chaplain, Scarlet Centurion, Scarlet Guardsman, Scarlet Monk, Scarlet Protector, Scarlet Sorcerer, Scarlet Myrmidon, Scarlet Defender",,
3995,Laminated Scale Cloak,57,poor,,,,,,,Back,,,,,,,33,,,,,,,,52,,62s 84c,,,,,,,"Blue Scalebane, Red Dragonspawn, Draconic Magelord, Servant of Arkkoroc, Draconic Mageweaver, Jaz, Wyrmkin Firebrand, Cobalt Wyrmkin, Flamescale Wyrmkin, Flamescale Dragonspawn, Black Wyrmkin, Scalebane Royal Guard, Red Wyrmkin, Fallen Hero, Ograbisi, Cobalt Scalebane, Jademir Tree Warder, Scalebane Lieutenant, Dark Keeper Pelver, Black Dragonspawn, Rage Talon Captain, Strashaz Warrior, Rage Talon Fire Tongue, Petrified Guardian, Verdantine Oracle, Cobalt Mageweaver, Kirith the Damned, Shade of Ambermoon, Blue Dragonspawn, Crimson Elite, Ziggurat Protector, Negolash, Rage Talon Flamescale, Scarlet Cavalier, Bloodaxe Raider, Malor the Zealous, Eldreth Apparition, Rage Talon Dragonspawn, Chromatic Dragonspawn, Gurubashi Warrior, Scarlet Magus, Doomguard Commander, Verdantine Tree Warder, Nightmare Scalebane, Wildspawn Felsworn, Warpwood Crusher, Eldreth Sorcerer, Crimson Defender, Cursed Paladin, Frostmaul Preserver, Wildspawn Hellcaller, Ghostly Citizen, Scarshield Spellbinder, Rage Talon Dragon Guard, Spectral Citizen, Smolderthorn Witch Doctor, Bloodaxe Warmonger, Scarlet Warder, Unliving Caretaker, Eldreth Spectre, Gordok Mauler, Crimson Inquisitor, Rookery Hatcher, Crimson Initiate, Minion of Weavil, Flamekin Rager, Firebrand Dreadweaver, Portal Seeker, Warpwood Guardian, Warpwood Treant, Scarlet Archmage, Warpwood Tangler, Eldreth Spirit, Smolderthorn Berserker, Skeletal Warlord, Scarshield Warlock, Blackhand Dragon Handler, Hederine Initiate, Frostmaul Giant, Wildspawn Trickster, Spirestone Warlord, Aspect of Banality, Spirestone Enforcer, Twilight Bodyguard, Twilight Idolater, Scarshield Legionnaire, Bloodaxe Veteran, Gordok Brute, Wildspawn Shadowstalker, Hederine Slayer, Flesh Golem, Smolderthorn Seer, Scarlet Enchanter, Ice Thistle Patriarch, Smolderthorn Axe Thrower, Eldreth Seether, Spectral Teacher, Gordok Reaver, Urok Doomhowl, Jademir Boughguard, Crimson Conjuror, Scarlet Paladin, Rotting Behemoth, Scarlet Curate, Scholomance Occultist, Scholomance Handler, Crypt Robber, Gordok Captain, Blackhand Dreadweaver, Scarlet Sentinel, Scarshield Sentry, High Protector Tarsen, Crimson Guardsman, Scarlet Cleric, Blackhand Elite, Alshirr Banebreath, Warder Stilgiss, Crimson Battle Mage, Crimson Monk, Gordok Enforcer, Crimson Gallant, Gordok Bushwacker, Bloodaxe Summoner, Emeraldon Boughguard, Smolderthorn Shadow Priest, Verdantine Boughguard, Felguard Sentry, Bloodaxe Evoker, Devouring Ooze, Anvilrage Officer, Blackhand Veteran, Gordok Warlock, Bile Spewer, Anvilrage Soldier, Scholomance Necrolyte, Xavathras, Blood Elf Reclaimer, Smolderthorn Headhunter, Arkkoran Oracle, Molten War Golem, Scholomance Adept, Blackhand Summoner, Wing Commander Mulverick, Nightmare Wyrmkin, Ironbark Protector, Crimson Sorcerer, Splintered Skeleton, Doomforge Dragoon, Anvilrage Footman, Stitched Horror, Scarlet Hunter, Watchman Doomgrip, Scarshield Raider, Thuzadin Necromancer, Scholomance Acolyte, Firebrand Grunt, Wildspawn Satyr, Blackhand Iron Guard, Scarlet Praetorian, Arkkoran Clacker, Jademir Oracle, Wrath Hammer Construct, Shadowsworn Adept, Scholomance Neophyte, Scarlet Knight, Anvilrage Marshal, Decaying Horror, Ice Thistle Matriarch, Scarshield Acolyte, Anvilrage Medic, Blackhand Assassin, Hukku, Anvilrage Captain, Firebrand Darkweaver, Thuzadin Shadowcaster, Thuzadin Acolyte, Flamekin Torcher, Jandice Barov, Black Guard Sentry, Spectral Tutor, Petrified Treant, Wing Commander Jeztor, Cliff Thunderer, Crimson Priest, Risen Bonewarder, Firebrand Invoker, Scarshield Grunt, Dark Summoner, Lieutenant Greywand, Risen Guard, Strashaz Serpent Guard, Shatterspear Troll, Mangled Cadaver, Blackrock Sorcerer, Spirestone Ogre Magus, Jaedenar Adept, Torn Screamer, Ghoul Ravener",,
14791,Protector Cape,48,uncommon,Binds when equipped,,,,,,Back,,+9,,+2,,+4,31,,,,,,,,43,,60s 56c,,,,,,,"Ironfur Patriarch, Bloodroar the Stalker, Wave Strider, Northspring Roguefeather, Hazzali Sandreaver, Wastewander Assassin, Highborne Apparition, Thunderhead Stagwing, Ravasaur Runner, Lurking Feral Scar, Andre Firebeard, Creeping Sludge, Zukk'ash Worker, Ferocious Rage Scar, Hatecrest Serpent Guard, Cliff Giant, Glasshide Gazer, Haldarr Trickster, Cursed Ooze, Deadwood Pathfinder, Lingering Highborne, Young Diemetradon, Fledgling Pterrordax, Gor'marok the Ravager, Spirit of Maraudos, Stolid Snapjaw, Noxxious Scion, Land Walker, Rabid Blisterpaw, Surf Glider, Hazzali Worker, Dunemaul Enforcer, Spitelash Serpent Guard, Sergeant Bly, Southsea Dock Worker, Southsea Swashbuckler, Felpaw Scavenger, Deeprot Tangler, Deep Strider, Blisterpaw Hyena, Sea Spray, Thistleshrub Rootshaper, Angerclaw Bear, Cavern Lurker, Thistleshrub Dew Collector, Bloodpetal Lasher, Vile Larva, Deadwood Gardener, Barbed Lasher, Noxious Slime, Gnarled Thistleshrub, Ravasaur, Jadefire Satyr, Sul'lithuz Sandcrawler, Thessala Hydra, Dunemaul Brute, Sandfury Blood Drinker, Sandfury Witch Doctor, Zul'Farrak Dead Hero, Sea Elemental, Sandfury Shadowhunter, Putridus Trickster, Constrictor Vine, Scarab, Theradrim Guardian, Theradrim Shardling, Felpaw Wolf, Deep Borer, Subterranean Diemetradon, Deadwood Warrior, Primordial Behemoth",,
15523,Spiked Chain Shoulder Pads,27,uncommon,Binds when equipped,,,,,,Shoulder,Mail,,,,,,142,,,,,,,55,22,,14s 74c,,,Random enchantment,,,,"Dark Strand Voidcaller, Bael'dun Officer, Foulweald Pathfinder, Felmusk Satyr, Severed Druid, Thistlefur Ursa, Pridewing Skyhunter, Blackened Ancient, Fledgling Chimaera, Gravelsnout Digger, Venomous Cloud Serpent, Razorfen Warden, Bael'dun Soldier, Foulweald Ursa, Terrowulf Fleshripper, Forsaken Intruder, Thistlefur Shaman, Thistlefur Avenger, Bloodtooth Guard, Bloodfury Harpy, Charred Ancient, Daughter of Cenarius, Galak Wrangler, Galak Mauler, Gerenzo Wrenchwhistle, Pesterhide Snarler, Razorfen Warrior, Razorfen Dustweaver, Blindlight Muckdweller, Boiling Elemental, Lok Orcbane, Xavian Felsworn, Wildthorn Lurker, Corrosive Sap Beast, Bloodfury Slayer, Laughing Sister, Gravelsnout Kobold, Elder Cloud Serpent, Crag Stalker, Fallenroot Shadowstalker, Blindlight Oracle, Barbed Crustacean, Deep Pool Threshfin, Ashenvale Outrunner, Baron Aquanis, Razormane Seer, Felmusk Rogue, Bleakheart Hellcaller, Ghostpaw Alpha, Crazed Ancient, Bloodfury Roguefeather, Scorched Basilisk, Mirkfallon Keeper, Death's Head Priest, Razorfen Handler, Razorfen Beast Trainer, Aku'mai Servant, Grimtotem Reaver, Highperch Consort, Scalding Elemental, Felmusk Shadowstalker, Befouled Water Elemental, Burning Destroyer, Mirkfallon Dryad, Galak Stormer, Galak Marauder, Screeching Harpy, Agam'ar, Fallenroot Hellcaller, Grimtotem Geomancer, Bleakheart Satyr, Galak Scout, Razorfen Quilguard, Razorfen Geomancer, Twilight Acolyte, Twilight Reaver, Grimtotem Stomper, Bael'dun Rifleman, Cenarion Druid, Rotting Agam'ar, Twilight Loreseeker, Galak Windchaser, Bloodfury Storm Witch, Needles Cougar, Twilight Shadowmage, Razorfen Groundshaker, Twilight Aquamancer, Bleakheart Trickster, Pesterhide Hyena, Death's Head Adept, Grimtotem Bandit, Bleakheart Shadowstalker, Twilight Elementalist, Aku'mai Snapjaw, Raging Agam'ar, Razorfen Defender",,
11369,"Monster - Mace, Thaurissan Hammer",1,poor,,,1,2,2.00,0.75,One-Hand,Mace,,,,,,,,,,,,,20,,,2c,,,,,,,,This item is not available to players.,
13352,Vosh'gajin's Snakestone,1,common,Quest Item,Unique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadow Hunter Vosh'gajin,,
6259,Groddoc Liver,1,common,Quest Item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Groddoc Thunderer, Groddoc Ape",,
5264,Complimentary Beer Token,1,common,Unique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6915,Large Soran'ruk Fragment,1,common,Quest Item,Unique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shadowfang Darksoul,,
9235,Pratt's Letter,1,common,Quest Item,Unique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12122,Kum'isha's Junk,50,uncommon,Binds when picked up,,,,,,,,,,,,,,,,,,,,,,,,,,Right Click to Open,A chest full of ,,,,,
14453,Highborne Robes,59,uncommon,Binds when equipped,,,,,,Chest,Cloth,,+19,,+15,,76,,,,,,,70,54,,1g 56s 77c,,,,,,,"Frostsaber, Frostsaber Stalker, Moontouched Owlbeast, Cobalt Broodling, Gordok Captain, Wildspawn Rogue, Petrified Treant, Warpwood Stomper, Sand Skitterer, Dredge Striker, Chimaerok, Arcane Chimaerok, Warpwood Crusher, Qiraji Champion, Hive'Zara Collector, Chillwind Chimaera, Berserk Owlbeast, Hederine Initiate, Hederine Manastalker, Wildspawn Felsworn, Wildspawn Hellcaller, Stonelash Flayer, Twilight Stonecaller, Twilight Master, Onyxian Warder, Tortured Sentinel, Hive'Ashi Drone, Arcane Torrent, Arcane Feedback, Frostsaber Huntress, Winterfall Den Watcher, Ice Thistle Patriarch, Hederine Slayer, High Chief Winterfall, Eldreth Apparition, Hive'Ashi Worker, Hive'Zora Wasp, Stone Guardian, Winterfall Shaman, Rabid Shardtooth, Gordok Brute, Warpwood Guardian, Skeletal Highborne, Hive'Ashi Swarmer, Wildspawn Imp, Death Lash, Shrieker Scarab, Elder Shardtooth, Hive'Zora Waywatcher, Dredge Crusher, Twilight Avenger, Earthen Templar, Winterfall Ursa, Eldreth Spirit, Dust Stormer, Desert Rumbler, Obsidian Eradicator, Cobalt Scalebane, Wildspawn Shadowstalker, Ironbark Protector, Hive'Ashi Defender, Twilight Geolord, Vekniss Wasp, Spitting Scarab, Cobalt Mageweaver, Hive'Zora Reaver, Hive'Zora Hive Sister, Frostmaul Giant, Hive'Ashi Sandstalker, Hive'Regal Slavemaker, Hive'Zora Tunneler, Carrion Swarmer, Arcane Aberration, Hive'Regal Ambusher, Hive'Regal Spitfire, Eldreth Spectre, Chillwind Ravager, Frostmaul Preserver, Hive'Regal Burrower, Mana Remnant, Gordok Warlock, Hive'Regal Hive Lord, Gordok Mastiff, Gordok Reaver",,
12348,"Monster - Axe, Horde Badass Copper 01 (Special1H)",1,poor,,,1,2,2.00,0.75,One-Hand,Axe,,,,,,,,,,,,,20,,,2c,,,,,,,,This item is not available to players.,
11229,Brightscale Girdle,32,uncommon,Binds when picked up,,,,,,Waist,Mail,+6,,,,+6,115,,,,,,,35,,,16s 96c,,,,,,,,,
15220,Battlefell Sabre,62,uncommon,Binds when equipped,,57,106,2.20,37.05,Main Hand,Sword,,,,,,,,,,,,,75,57,,4g 34s 93c,,,Random enchantment,,,,"Lady Hederine, Dreamroarer, Dreamtracker, Death Talon Seether, Crimson Elite, Flamewaker Protector, Ramstein the Gorger, Rage Talon Captain, Ancient Core Hound, Onyxian Warder, Flamewaker, Death Talon Overseer, Death Talon Wyrmguard, Dreadlord, Blackwing Spellbinder, Flamewaker Priest, Ilifar, Flamewaker Elite, Strashaz Hydra, Molten Giant, Death Talon Flamescale, Emeraldon Boughguard, Death Talon Captain, Death Talon Hatcher, Phantim, Major Pakkon, Jademir Boughguard, Blackwing Warlock, Rage Talon Fire Tongue, Unholy Swords, Plagued Deathhound, Lava Surger, Somnus, Death Talon Wyrmkin, Rage Talon Dragon Guard, Verdantine Boughguard, Captain Drenn, Vekniss Stinger, Flamewaker Healer, Firelord, Anubisath Guardian, Vekniss Hive Crawler, Witherbark Speaker, Jademir Tree Warder, Lava Annihilator, Major Yeggeth, Hive'Zara Tail Lasher, Hive'Zara Sandstalker, Gurubashi Berserker, Lava Reaver, Red Wyrmkin, The Duke of Cynders, Blackwing Technician, Firewalker, Molten Destroyer, Blackhand Elite, Necro Knight Guardian, Blackhand Thug, Blackhand Iron Guard, Chromatic Elite Guard, Scryer, Lava Elemental, Sandfury Speaker, Hive'Zara Soldier, Blackhand Assassin, Jandice Barov, Blackhand Summoner, Spitting Scarab, Flesh Hunter, Stitched Spewer, Vekniss Guardian, Captain Qeez, Verdantine Oracle, Flameguard, Emeraldon Oracle, Blood Steward of Kirtonos, Gordok Captain, Deathknight Vindicator, Axtroz, Risen Deathknight, Blackhand Dreadweaver, Ferra, Vekniss Warrior, Captain Galvangar, Necro Knight, Mad Servant, Shrieker Scarab, Necropolis Acolyte, Hakkari Blood Priest, Petrified Treant, Vekniss Soldier, Ras Frostwhisper, Emeraldon Tree Warder, Chromatic Dragonspawn, Gordok Warlock, Lord Skwol, Araj the Summoner, Anubisath Defender, Gurubashi Bat Rider, Vekniss Wasp, Thuzadin Necromancer, Grand Crusader Dathrohan, Qiraji Swarmguard, Blackhand Veteran, Hive'Zara Stinger, Hakkari Shadowcaster, Crimson Battle Mage, Shade of Naxxramas, Anubisath Sentinel, Hive'Zara Drone, Blackhand Dragon Handler, Gurubashi Champion, Hive'Zara Wasp, Thuzadin Acolyte, Hakkari Shadow Hunter, Qiraji Gladiator, Anubisath Warder, Gurubashi Headhunter, Jademir Oracle, Dread Creeper, Minion of Weavil, Arcane Chimaerok, Plagued Gargoyle, Commander Dardosh, Qiraji Lasher, Gurubashi Blood Drinker, Venom Belcher, Withered Mistress, Darkmaster Gandling, Qiraji Brainwasher, Venom Stalker, Scholomance Handler, Crimson Gallant, Soulflayer, Warchief Rend Blackhand, Obsidian Destroyer, Commander Mulfort, Wyrmkin Firebrand, Zulian Tiger, Chimaerok, Scalebane Royal Guard, Hederine Initiate, Fleshflayer Ghoul, Razzashi Broodwidow, Hakkari Priest, Carrion Spinner, Gurubashi Axe Thrower, Infectious Ghoul, Wing Commander Guse, Frostmaul Giant, Qiraji Champion, Zulian Panther, Gordok Bushwacker, Crimson Inquisitor, Obsidian Nullifier, Hederine Slayer, Arcane Aberration, Living Monstrosity, Deathknight Captain, Splintered Skeleton, Lieutenant Greywand, The Beast, Atal'ai Mistress, Razzashi Serpent, The Duke of Fathoms, Ironbark Protector, Blackhand Incarcerator, Qiraji Slayer, The Duke of Shards, Captain Tuubid, Rage Talon Flamescale, Razzashi Venombrood, Razzashi Raptor, Skeletal Steed, Colonel Zerran, Murgot Deepforge, Crypt Reaver, Risen Protector, Son of Hakkar, Commander Karl Philips, Crimson Priest, Frostmaul Preserver, Arcane Torrent, Deathknight Cavalier, Plagued Ghoul, Razzashi Adder, Zulian Tiger, Crimson Monk, Rookery Hatcher, Naxxramas Acolyte, Chimaerok Devourer, Baron Rivendare, Necro Stalker, Hakkari Witch Doctor, Qiraji Mindslayer, Crypt Beast, Bloodseeker Bat, Wailing Banshee, Risen Warrior, Tomb Horror",,
10690,Empty Vial Labeled ,1,common,Binds when picked up,Unique,,,,,,,,,,,,,,,,,,,,,This container should be filled with water from the fourth tide pool in Azshara.,,,,,,,,Sir Malory Wheeler,,
6239,Red Linen Vest,12,uncommon,Binds when equipped,,,,,,Chest,Cloth,,,,+2,,23,,,,,,,50,7,,1s 60c,,,,,,,,,
12001,Onyx Ring,50,uncommon,Binds when equipped,,,,,,Finger,,,,,,,,,,,,,,,45,,49s 71c,,,Random enchantment,,,,"Vilebranch Shadowcaster, Vilebranch Shadow Hunter, Elder Rage Scar, Hazzali Worker, Hazzali Tunneler, Sea Elemental, Zolo, Twilight Dark Shaman, Haldarr Felsworn, Spitelash Serpent Guard, Ravasaur, Jadefire Shadowstalker, Qiaga the Keeper, Hakkari Bloodkeeper, Dark Iron Lookout, Mistwing Rogue, Burrowing Thundersnout, Angerclaw Bear, Overlord Ror, Guzzling Patron, Vile Larva, Noxious Slime, Venom Mist Lurker, Jade Ooze, Razorbeak Skylord, Unseen, Murk Worm, Ferocious Rage Scar, Northspring Windcaller, Surf Glider, Hazzali Stinger, Dune Smasher, Heavy War Golem, Twilight Fire Guard, Blood Elf Surveyor, Thunderhead Skystormer, Venomhide Ravasaur, Un'Goro Stomper, Muculent Ooze, Black Drake, Tainted Ooze, Jaedenar Adept, Atal'ai Slave, Angerclaw Mauler, Felpaw Scavenger, Diemetradon, Ribbly's Crony, Atal'ai Warrior, Groddoc Thunderer, Deep Strider, Hazzali Swarmer, Thistleshrub Rootshaper, Loro, Greater Lava Spider, Black Slayer, Redstone Crystalhide, Spitelash Siren, Ravasaur Runner, Primal Ooze, Cursed Ooze, Felbeast, Cavern Shambler, Vilebranch Soul Eater, Dark Iron Steamsmith, Twilight Geomancer, Firegut Ogre, Firegut Ogre Mage, Black Broodling, Jaedenar Hound, Deep Lurker, Twilight Idolater, Cave Creeper, Felpaw Wolf, Skeletal Sorcerer, Atal'ai High Priest, Dunemaul Brute, Legashi Satyr, Legashi Rogue, Un'Goro Gorilla, Jaedenar Guardian, Deadwood Warrior, Deep Stinger, Ember Worg, Bloodpetal Thresher, Jadefire Rogue, Deadwood Gardener, Pterrordax, Theradrim Guardian, Vilebranch Raiding Wolf, Deadwood Pathfinder, Dredge Worm, Borer Beetle, Cloned Ooze, Subterranean Diemetradon, Saltwater Snapjaw, Unliving Atal'ai, Tar Beast, Primordial Behemoth, Vilebranch Blood Drinker, Nightmare Scalebane, Hakkari Frostwing, Bloodpetal Lasher, Dark Screecher, Deep Borer, Nightmare Wanderer, Jadefire Satyr, Anvilrage Overseer, Nightmare Wyrmkin, Spitelash Myrmidon, Slavering Ghoul, Atal'ai Corpse Eater, Scorpok Stinger, Jadefire Felsworn, Atal'ai Deathwalker, Nightmare Whelp, Atal'ai Witch Doctor, Vilebranch Aman'zasi Guard, Skeletal Flayer, Twilight's Hammer Torturer, Fireguard, Anvilrage Footman, Bloodhound, Anvilrage Warden, Anvilrage Guardsman",,
4326,Long Silken Cloak,37,uncommon,Binds when equipped,,,,,,Back,,,+5,,+6,,24,,,,,,,,32,,24s 96c,,,,,,,"Georgio Bolero, Daryl Stack, Josef Gregorian, Timothy Worthington, Meilosh",,
2716,"Monster - Item, Bottle - Green",1,poor,,,7,8,2.00,3.75,One-Hand,,,,,,,,,,,,,,,,,2c,,,,,,,,This item is not available to players.,
11149,Samophlange Manual,1,common,Quest Item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,Sarah's Ring,1,common,Quest Item,Unique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13522,Recipe: Flask of Chromatic Resistance,60,uncommon,,,,,,,,,,,,,,,,,,,,,,50,"Teaches you how to make a Flask of Chromatic Resistance., Increases your resistance to all schools of magic by 25 for 2 hrs. You can only have the effect of one flask at a time. This effect persists through death and stacks with all other resistance spells and items.",1g 50s ,,,,,"('Alchemy', '300')",,Gyth,,
23013,Sealed Research Report,1,common,Binds when picked up,,,,,,,,,,,,,,,,,,,,,,,,,,Right Click to Read,,,,,,
4066,Insignia Buckler,35,uncommon,Binds when equipped,,,,,,Off Hand,Shield,+3,,,+7,,661,14,,,,,,85,30,,48s 45c,,,,,,,"Lost One Mudlurker, Lost One Riftseeker, River Crocolisk, Giant Yeti, Argus Shadow Mage, Snapjaw, Highland Fleshstalker, Syndicate Magus, Hammerfall Grunt, Shadowforge Tunneler, Shadowforge Darkweaver, Houndmaster Loksey, Scarlet Torturer, Arcanist Doan, Ironspine, Bloodscalp Witch Doctor, Lost One Fisherman, Lost One Hunter, Saltscale Hunter, Kurzen Commando, Kurzen Witch Doctor, Snapjaw Crocolisk, Balgaras the Foul, Syndicate Spy, Mountain Yeti, Torn Fin Oracle, Torn Fin Tidehunter, Mountain Lion, Plains Creeper, Hammerfall Peon, Dalaran Worker, Forsaken Courier, Lesser Rock Elemental, Scarlet Sentry, Bloodscalp Mystic, Panther, Elder Stranglethorn Tiger, Syndicate Footpad, Dalaran Summoner, Highland Thrasher, Boulderfist Enforcer, Drywhisker Surveyor, Dustbelcher Mystic, Stonevault Cave Hunter, Grubbis, Stranglethorn Raptor, Dreaming Whelp, Saltscale Warrior, Kurzen Jungle Fighter, Dalaran Theurgist, Crag Coyote, Bloodscalp Warrior, Bloodscalp Headhunter, Shadowmaw Panther, Lashtail Raptor, Kurzen Elite, Kurzen Medicine Man, Crushridge Brute, Syndicate Wizard, Witherbark Axe Thrower, Haunting Phantasm, Bloodscalp Axe Thrower, Adolescent Whelp, Elemental Slave, Drywhisker Kobold, Drywhisker Digger, Syndicate Conjuror, Shadowforge Ruffian, Stonevault Ambusher, Stranglethorn Tiger, Lesser Water Elemental, Boulderfist Brute, Bloodscalp Scout, Bloodscalp Shaman, Witherbark Witch Doctor, Scarlet Sorcerer, Unfettered Spirit, Crushridge Ogre, Cleft Scorpid, Scarlet Conjuror, Scarlet Tracking Hound, Scarlet Evoker, Stonevault Rockchewer, Dark Iron Agent, Witherbark Headhunter, Scarlet Beastmaster, Bloodscalp Hunter, Scarlet Adept, Anguished Dead, Crystal Spine Basilisk, Syndicate Prowler, Scarlet Defender, Scarlet Protector, Bloodmage Thalnos, Shadowforge Surveyor, Scarlet Myrmidon, Shadowforge Digger, Scarlet Diviner, Scarlet Guardsman, Scarlet Chaplain, Scarlet Gallant, Scarlet Soldier, Scarlet Monk",,
2565,Rod of Molten Fire,35,rare,Binds when equipped,,,,,,Held In Off-hand,,,,,,,,,+6,,,,,,30,Increases damage done by Fire spells and effects by up to 13.,31s 13c,,,,,,,"Bloodscalp Scout, Lesser Water Elemental, Sin'Dall, Dreaming Whelp, Young Sawtooth Crocolisk, Highland Fleshstalker, Boulderfist Enforcer, Boulderfist Magus, Mirefin Muckdweller, Magram Outrunner, Slitherblade Tidehunter, Slitherblade Sea Witch, Gritjaw Basilisk, Death's Head Geomancer, Tomb Fiend, Razorfen Battleguard, Razorfen Thornweaver, Bloodscalp Berserker, Stranglethorn Tiger, Stranglethorn Raptor, Stranglethorn Tigress, Kurzen's Agent, Kurzen Medicine Man, Snapjaw Crocolisk, Crushridge Brute, Dalaran Summoner, Hulking Mountain Lion, Highland Thrasher, Drywhisker Kobold, Hammerfall Grunt, Shadowforge Tunneler, Sparkleshell Snapper, Saltstone Gazer, Saltstone Crystalhide, Darkmist Spider, Magram Mauler, Hatefury Hellcaller, Slitherblade Myrmidon, Hulking Gritjaw Basilisk, Shadowforge Surveyor, Lashtail Raptor, Crystal Spine Basilisk, Bloodscalp Mystic, Elder Stranglethorn Tiger, Stonevault Ambusher, Drysnap Pincer, Witherbark Headhunter, Syndicate Prowler, Withered Quilguard, Syndicate Conjuror, Shadowforge Digger, Cleft Scorpid",,
